Run,AGE,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Breed,Bytes,Center Name,Collection_date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,Instrument,Isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Strain,Tissue
SRR7208850,Not applicable,WGS,assembly,202,924240092,PRJNA323589,SAMN05930704,Model organism or animal,Not applicable,522800665,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Sandy Hook,SRX4117819,Illumina HiSeq 2500,SH-208,40.4687 N 74.0113 W,SH-208,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-208,female,SRP092392,Not applicable,caudal fin
SRR7208851,Not applicable,WGS,assembly,202,680302670,PRJNA323589,SAMN05930703,Model organism or animal,Not applicable,449587795,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,sra,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,Sandy Hook,SRX4117818,Illumina HiSeq 2500,SH-207,40.4687 N 74.0113 W,SH-207,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-207,female,SRP092392,Not applicable,caudal fin
SRR7208852,Not applicable,WGS,assembly,202,811769320,PRJNA323589,SAMN05930702,Model organism or animal,Not applicable,490351563,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,fasta,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,Sandy Hook,SRX4117817,Illumina HiSeq 2500,SH-206,40.4687 N 74.0113 W,SH-206,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-206,female,SRP092392,Not applicable,caudal fin
SRR7208853,Not applicable,WGS,assembly,202,641178300,PRJNA323589,SAMN05930709,Model organism or animal,Not applicable,435421953,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",adult,Sandy Hook,SRX4117816,Illumina HiSeq 2500,SH-212,40.4687 N 74.0113 W,SH-212,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-212,female,SRP092392,Not applicable,caudal fin
SRR7208854,Not applicable,WGS,assembly,202,1248236982,PRJNA323589,SAMN05930708,Model organism or animal,Not applicable,611448486,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,Sandy Hook,SRX4117815,Illumina HiSeq 2500,SH-211,40.4687 N 74.0113 W,SH-211,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-211,female,SRP092392,Not applicable,caudal fin
SRR7208855,Not applicable,WGS,assembly,202,927319380,PRJNA323589,SAMN05930707,Model organism or animal,Not applicable,521521089,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,Sandy Hook,SRX4117814,Illumina HiSeq 2500,SH-210,40.4687 N 74.0113 W,SH-210,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-210,female,SRP092392,Not applicable,caudal fin
SRR7208856,Not applicable,WGS,assembly,202,872082682,PRJNA323589,SAMN05930706,Model organism or animal,Not applicable,507711457,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,Sandy Hook,SRX4117813,Illumina HiSeq 2500,SH-20,40.4687 N 74.0113 W,SH-20,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-20,male,SRP092392,Not applicable,caudal fin
SRR7208857,Not applicable,WGS,assembly,202,891022,PRJNA323589,SAMN05930598,Model organism or animal,Not applicable,209598997,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",adult,King''s Creek,SRX4117812,Illumina HiSeq 2500,KC-9,37.3016 N 76.4226 W,KC-9,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-9,not collected,SRP092392,Not applicable,caudal fin
SRR7208858,Not applicable,WGS,assembly,202,827425330,PRJNA323589,SAMN05930701,Model organism or animal,Not applicable,491437685,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,Sandy Hook,SRX4117811,Illumina HiSeq 2500,SH-205,40.4687 N 74.0113 W,SH-205,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-205,female,SRP092392,Not applicable,caudal fin
SRR7208859,Not applicable,WGS,assembly,202,675329430,PRJNA323589,SAMN05930700,Model organism or animal,Not applicable,445473724,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,Sandy Hook,SRX4117810,Illumina HiSeq 2500,SH-204,40.4687 N 74.0113 W,SH-204,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-204,female,SRP092392,Not applicable,caudal fin
SRR7208860,Not applicable,WGS,assembly,202,1193231776,PRJNA323589,SAMN05930553,Model organism or animal,Not applicable,607573543,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,King''s Creek,SRX4117809,Illumina HiSeq 2500,KC-13,37.3016 N 76.4226 W,KC-13,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-13,male,SRP092392,Not applicable,caudal fin
SRR7208861,Not applicable,WGS,assembly,202,364797254,PRJNA323589,SAMN05930552,Model organism or animal,Not applicable,359031656,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,King''s Creek,SRX4117808,Illumina HiSeq 2500,KC-11,37.3016 N 76.4226 W,KC-11,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-11,male,SRP092392,Not applicable,caudal fin
SRR7208862,Not applicable,WGS,assembly,202,735029722,PRJNA323589,SAMN05930669,Model organism or animal,Not applicable,469471527,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,sra,fasta","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",adult,Newark,SRX4117807,Illumina HiSeq 2500,NYC-32,40.7006 N 74.1223 W,NYC-32,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-32,male,SRP092392,Not applicable,caudal fin
SRR7208863,Not applicable,WGS,assembly,202,951465248,PRJNA323589,SAMN05930592,Model organism or animal,Not applicable,541469405,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,sra,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,King''s Creek,SRX4117806,Illumina HiSeq 2500,KC-54,37.3016 N 76.4226 W,KC-54,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-54,female,SRP092392,Not applicable,caudal fin
SRR7208864,Not applicable,WGS,assembly,202,1243914990,PRJNA323589,SAMN05930648,Model organism or animal,Not applicable,616481963,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"fasta,sra,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,Newark,SRX4117805,Illumina HiSeq 2500,NYC-11,40.7006 N 74.1223 W,NYC-11,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-11,female,SRP092392,Not applicable,caudal fin
SRR7208865,Not applicable,WGS,assembly,202,808447632,PRJNA323589,SAMN05930561,Model organism or animal,Not applicable,500321739,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",adult,King''s Creek,SRX4117804,Illumina HiSeq 2500,KC-22,37.3016 N 76.4226 W,KC-22,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-22,male,SRP092392,Not applicable,caudal fin
SRR7208866,Not applicable,WGS,assembly,202,1242321008,PRJNA323589,SAMN05930560,Model organism or animal,Not applicable,621856928,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,King''s Creek,SRX4117803,Illumina HiSeq 2500,KC-20,37.3016 N 76.4226 W,KC-20,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-20,male,SRP092392,Not applicable,caudal fin
SRR7208867,Not applicable,WGS,assembly,202,820265844,PRJNA323589,SAMN05930559,Model organism or animal,Not applicable,499488642,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,King''s Creek,SRX4117802,Illumina HiSeq 2500,KC-1,37.3016 N 76.4226 W,KC-1,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-1,male,SRP092392,Not applicable,caudal fin
SRR7208868,Not applicable,WGS,assembly,202,863846536,PRJNA323589,SAMN05930558,Model organism or animal,Not applicable,505445646,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,King''s Creek,SRX4117801,Illumina HiSeq 2500,KC-19,37.3016 N 76.4226 W,KC-19,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-19,male,SRP092392,Not applicable,caudal fin
SRR7208869,Not applicable,WGS,assembly,202,460734326,PRJNA323589,SAMN05930557,Model organism or animal,Not applicable,388983302,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,King''s Creek,SRX4117800,Illumina HiSeq 2500,KC-18,37.3016 N 76.4226 W,KC-18,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-18,male,SRP092392,Not applicable,caudal fin
SRR7208870,Not applicable,WGS,assembly,202,800189266,PRJNA323589,SAMN05930556,Model organism or animal,Not applicable,486270523,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,King''s Creek,SRX4117799,Illumina HiSeq 2500,KC-16,37.3016 N 76.4226 W,KC-16,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-16,male,SRP092392,Not applicable,caudal fin
SRR7208871,Not applicable,WGS,assembly,202,1075356696,PRJNA323589,SAMN05930555,Model organism or animal,Not applicable,564713133,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,King''s Creek,SRX4117798,Illumina HiSeq 2500,KC-15,37.3016 N 76.4226 W,KC-15,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-15,male,SRP092392,Not applicable,caudal fin
SRR7208872,Not applicable,WGS,assembly,202,819346744,PRJNA323589,SAMN05930554,Model organism or animal,Not applicable,499390532,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,King''s Creek,SRX4117797,Illumina HiSeq 2500,KC-14,37.3016 N 76.4226 W,KC-14,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-14,male,SRP092392,Not applicable,caudal fin
SRR7208873,Not applicable,WGS,assembly,202,124394428,PRJNA323589,SAMN05930594,Model organism or animal,Not applicable,282308482,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,King''s Creek,SRX4117796,Illumina HiSeq 2500,KC-56,37.3016 N 76.4226 W,KC-56,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-56,female,SRP092392,Not applicable,caudal fin
SRR7208874,Not applicable,WGS,assembly,202,977027944,PRJNA323589,SAMN05930597,Model organism or animal,Not applicable,546039265,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,sra,fasta","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,King''s Creek,SRX4117795,Illumina HiSeq 2500,KC-7,37.3016 N 76.4226 W,KC-7,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-7,male,SRP092392,Not applicable,caudal fin
SRR7208875,Not applicable,WGS,assembly,202,821589146,PRJNA323589,SAMN05930596,Model organism or animal,Not applicable,503405803,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,King''s Creek,SRX4117794,Illumina HiSeq 2500,KC-6,37.3016 N 76.4226 W,KC-6,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-6,male,SRP092392,Not applicable,caudal fin
SRR7208876,Not applicable,WGS,assembly,202,1191849894,PRJNA323589,SAMN05930668,Model organism or animal,Not applicable,594930479,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,sra,fasta","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,Newark,SRX4117793,Illumina HiSeq 2500,NYC-31,40.7006 N 74.1223 W,NYC-31,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-31,male,SRP092392,Not applicable,caudal fin
SRR7208877,Not applicable,WGS,assembly,202,575061680,PRJNA323589,SAMN05930658,Model organism or animal,Not applicable,419446597,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,fasta,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,Newark,SRX4117792,Illumina HiSeq 2500,NYC-21,40.7006 N 74.1223 W,NYC-21,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-21,female,SRP092392,Not applicable,caudal fin
SRR7208878,Not applicable,WGS,assembly,202,601333800,PRJNA323589,SAMN05930564,Model organism or animal,Not applicable,429381824,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,sra,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,King''s Creek,SRX4117791,Illumina HiSeq 2500,KC-27,37.3016 N 76.4226 W,KC-27,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-27,male,SRP092392,Not applicable,caudal fin
SRR7208879,Not applicable,WGS,assembly,202,1205002114,PRJNA323589,SAMN05930565,Model organism or animal,Not applicable,612108497,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,sra,bam","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,King''s Creek,SRX4117790,Illumina HiSeq 2500,KC-28,37.3016 N 76.4226 W,KC-28,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-28,male,SRP092392,Not applicable,caudal fin
SRR7208880,Not applicable,WGS,assembly,202,757763004,PRJNA323589,SAMN05930566,Model organism or animal,Not applicable,480661645,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,King''s Creek,SRX4117789,Illumina HiSeq 2500,KC-29,37.3016 N 76.4226 W,KC-29,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-29,male,SRP092392,Not applicable,caudal fin
SRR7208881,Not applicable,WGS,assembly,202,1151719362,PRJNA323589,SAMN05930567,Model organism or animal,Not applicable,597422039,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,sra,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,King''s Creek,SRX4117788,Illumina HiSeq 2500,KC-2,37.3016 N 76.4226 W,KC-2,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-2,male,SRP092392,Not applicable,caudal fin
SRR7208882,Not applicable,WGS,assembly,202,1218848810,PRJNA323589,SAMN05930568,Model organism or animal,Not applicable,615846983,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,King''s Creek,SRX4117787,Illumina HiSeq 2500,KC-30,37.3016 N 76.4226 W,KC-30,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-30,male,SRP092392,Not applicable,caudal fin
SRR7208883,Not applicable,WGS,assembly,202,970194890,PRJNA323589,SAMN05930569,Model organism or animal,Not applicable,540706995,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,King''s Creek,SRX4117786,Illumina HiSeq 2500,KC-32,37.3016 N 76.4226 W,KC-32,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-32,female,SRP092392,Not applicable,caudal fin
SRR7208884,Not applicable,WGS,assembly,202,760214880,PRJNA323589,SAMN05930570,Model organism or animal,Not applicable,473534622,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,King''s Creek,SRX4117785,Illumina HiSeq 2500,KC-33,37.3016 N 76.4226 W,KC-33,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-33,female,SRP092392,Not applicable,caudal fin
SRR7208885,Not applicable,WGS,assembly,202,678905436,PRJNA323589,SAMN05930571,Model organism or animal,Not applicable,454223873,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,sra,fasta","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,King''s Creek,SRX4117784,Illumina HiSeq 2500,KC-34,37.3016 N 76.4226 W,KC-34,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-34,female,SRP092392,Not applicable,caudal fin
SRR7208886,Not applicable,WGS,assembly,202,1260845620,PRJNA323589,SAMN05930562,Model organism or animal,Not applicable,620368362,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,King''s Creek,SRX4117783,Illumina HiSeq 2500,KC-23,37.3016 N 76.4226 W,KC-23,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-23,male,SRP092392,Not applicable,caudal fin
SRR7208887,Not applicable,WGS,assembly,202,1080818776,PRJNA323589,SAMN05930563,Model organism or animal,Not applicable,570728898,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,sra,fasta","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,King''s Creek,SRX4117782,Illumina HiSeq 2500,KC-26,37.3016 N 76.4226 W,KC-26,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-26,male,SRP092392,Not applicable,caudal fin
SRR7208888,Not applicable,WGS,assembly,202,199845266,PRJNA323589,SAMN05930659,Model organism or animal,Not applicable,305710953,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,fasta,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,Newark,SRX4117781,Illumina HiSeq 2500,NYC-22,40.7006 N 74.1223 W,NYC-22,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-22,female,SRP092392,Not applicable,caudal fin
SRR7208889,Not applicable,WGS,assembly,202,361334166,PRJNA323589,SAMN05930727,Model organism or animal,Not applicable,353905843,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,fasta,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,Sandy Hook,SRX4117780,Illumina HiSeq 2500,SH-36,40.4687 N 74.0113 W,SH-36,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-36,female,SRP092392,Not applicable,caudal fin
SRR7208890,Not applicable,WGS,assembly,202,914211398,PRJNA323589,SAMN05930726,Model organism or animal,Not applicable,520041472,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,sra,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,Sandy Hook,SRX4117779,Illumina HiSeq 2500,SH-35,40.4687 N 74.0113 W,SH-35,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-35,female,SRP092392,Not applicable,caudal fin
SRR7208891,Not applicable,WGS,assembly,202,888752328,PRJNA323589,SAMN05930729,Model organism or animal,Not applicable,507838037,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,bam,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,Sandy Hook,SRX4117778,Illumina HiSeq 2500,SH-38,40.4687 N 74.0113 W,SH-38,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-38,female,SRP092392,Not applicable,caudal fin
SRR7208892,Not applicable,WGS,assembly,202,1078363466,PRJNA323589,SAMN05930728,Model organism or animal,Not applicable,566280543,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,Sandy Hook,SRX4117777,Illumina HiSeq 2500,SH-37,40.4687 N 74.0113 W,SH-37,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-37,female,SRP092392,Not applicable,caudal fin
SRR7208893,Not applicable,WGS,assembly,202,90625684,PRJNA323589,SAMN05930723,Model organism or animal,Not applicable,271840749,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,bam,fasta","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,Sandy Hook,SRX4117776,Illumina HiSeq 2500,SH-32,40.4687 N 74.0113 W,SH-32,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-32,female,SRP092392,Not applicable,caudal fin
SRR7208894,Not applicable,WGS,assembly,202,636197384,PRJNA323589,SAMN05930722,Model organism or animal,Not applicable,435148601,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,fasta,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",adult,Sandy Hook,SRX4117775,Illumina HiSeq 2500,SH-31,40.4687 N 74.0113 W,SH-31,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-31,female,SRP092392,Not applicable,caudal fin
SRR7208895,Not applicable,WGS,assembly,202,862147110,PRJNA323589,SAMN05930725,Model organism or animal,Not applicable,504043415,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,bam,fasta","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,Sandy Hook,SRX4117774,Illumina HiSeq 2500,SH-34,40.4687 N 74.0113 W,SH-34,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-34,female,SRP092392,Not applicable,caudal fin
SRR7208896,Not applicable,WGS,assembly,202,291347226,PRJNA323589,SAMN05930724,Model organism or animal,Not applicable,332164801,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,bam,fasta","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,Sandy Hook,SRX4117773,Illumina HiSeq 2500,SH-33,40.4687 N 74.0113 W,SH-33,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-33,female,SRP092392,Not applicable,caudal fin
SRR7208897,Not applicable,WGS,assembly,202,406377338,PRJNA323589,SAMN05930656,Model organism or animal,Not applicable,370009655,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,bam,fasta","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,Newark,SRX4117772,Illumina HiSeq 2500,NYC-19,40.7006 N 74.1223 W,NYC-19,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-19,female,SRP092392,Not applicable,caudal fin
SRR7208898,Not applicable,WGS,assembly,202,894632952,PRJNA323589,SAMN05930721,Model organism or animal,Not applicable,516364912,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,Sandy Hook,SRX4117771,Illumina HiSeq 2500,SH-30,40.4687 N 74.0113 W,SH-30,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-30,male,SRP092392,Not applicable,caudal fin
